id,store_id,display_name,store,latitude,longitude,address,city,state,zip,icon
1,2104,"Newburgh Supercenter",walmart,41.497674,-74.074726,"1201 Route 300",Newburgh,NY,12550,walmart-icon.png
2,1810,"Fishkill Supercenter",walmart,41.530779,-73.897109,"26 W Merritt Blvd",Fishkill,NY,12524,walmart-icon.png
3,2531,"Mohegan Lake Store",walmart,41.310524,-73.8667982,"3133 E Main St","Mohegan Lake",NY,10547,walmart-icon.png
4,2637,"Monroe Supercenter",walmart,41.316942,-74.148316,"288 Larkin Dr",Monroe,NY,10950,walmart-icon.png
5,1959,"Middletown Supercenter",walmart,41.455314,-74.37827,"470 Route 211 E",Middletown,NY,10940,walmart-icon.png
6,2905,"Suffern Store",walmart,41.113316,-74.107074,"250 Route 59",Suffern,NY,10901,walmart-icon.png
7,4570,"Napanoch Supercenter",walmart,41.7424997,-74.3706537,"7500 Route 209",Napanoch,NY,12458,walmart-icon.png
8,3543,"Danbury Store",walmart,41.407877,-73.412984,"67 Newtown Rd",Danbury,CT,06810,walmart-icon.png
9,3546,"New Milford Store",walmart,41.551962,-73.419723,"164 Danbury Rd","New Milford",CT,06776,walmart-icon.png
10,3443,"Riverdale Store",walmart,40.992839,-74.311823,"48 State Rt 23",Riverdale,NJ,07457,walmart-icon.png
11,2954,"Norwalk Store",walmart,41.159154,-73.417392,"650 Main Ave",Norwalk,CT,06851,walmart-icon.png
12,3547,"Norwalk Store",walmart,41.096203,-73.449547,"680 Connecticut Ave",Norwalk,CT,06854,walmart-icon.png
13,2090,"Franklin Store",walmart,41.116058,-74.578954,"230 State Highway",Franklin,NJ,07416,walmart-icon.png
14,2504,"Kingston Supercenter",walmart,41.972503,-73.985511,"601 Frank Stottile Blvd",Kingston,NY,12401,walmart-icon.png
15,3562,"Saddle Brook Store",walmart,40.8922201,-74.0938144,"189 Us Highway 46","Saddle Brook",NJ,07663,walmart-icon.png
16,2064,"Milford Supercenter",walmart,41.34997,-74.733605,"220 Route 6 & 209",Milford,PA,18337,walmart-icon.png
17,2547,"Monticello Supercenter",walmart,41.666909,-74.679828,"41 Anawana Lake Rd",Monticello,NY,12701,walmart-icon.png
18,5752,"Garfield Supercenter",walmart,40.866688,-74.100931,"174 Passaic St",Garfield,NJ,07026,walmart-icon.png
19,3159,"Teterboro Supercenter",walmart,40.8626458,-74.062491,"1 Teterboro Landing Drive",Teterboro,NJ,07608,walmart-icon.png
20,5077,"Boonton Store",walmart,40.9070884,-74.4040426,"300 Wootton St",Boonton,NJ,07005,walmart-icon.png
21,3795,"North Bergen Supercenter",walmart,40.814107,-74.013451,"2100 88th St","North Bergen",NJ,07047,walmart-icon.png
22,3520,"Secaucus Supercenter",walmart,40.793,-74.042466,"400 Park Pl",Secaucus,NJ,07094,walmart-icon.png
23,2604,"Newton Store",walmart,41.069708,-74.738846,"26 Hampton House Rd",Newton,NJ,07860,walmart-icon.png
24,5178,"Rockaway Store",walmart,40.907569,-74.562167,"220 Enterprise Dr",Rockaway,NJ,07866,walmart-icon.png
25,2163,"Shelton Store",walmart,41.29143,-73.112949,"465 Bridgeport Ave",Shelton,CT,06484,walmart-icon.png
26,5447,"Kearny Supercenter",walmart,40.7477247,-74.1374739,"150 Harrison Ave",Kearny,NJ,07032,walmart-icon.png
28,2585,"Stratford Store",walmart,41.2013398,-73.1187591,"150 Barnum Avenue Cutoff",Stratford,CT,06614,walmart-icon.png
29,3598,"Cedar Knolls Store",walmart,40.809705,-74.457207,"235 Ridgedale Ave","Cedar Knolls",NJ,07927,walmart-icon.png
31,2284,"Naugatuck Supercenter",walmart,41.4706,-73.028,"1100 New Haven Rd",Naugatuck,CT,06770,walmart-icon.png
33,2569,"Ledgewood Store",walmart,40.873613,-74.653315,"2569 To 461 Rt 10 Suite 29",Ledgewood,NJ,07852,walmart-icon.png
35,3420,"Westbury Store",walmart,40.743299,-73.600926,"1220 Old Country Rd",Westbury,NY,11590,walmart-icon.png
37,5294,"Milford Store",walmart,41.238029,-73.03147,"1365 Boston Post Rd",Milford,CT,06460,walmart-icon.png
39,3548,"Waterbury Store",walmart,41.56332,-73.004433,"910 Wolcott St",Waterbury,CT,06705,walmart-icon.png
41,3291,"Flanders Store",walmart,40.881852,-74.708272,"40 International Dr S",Flanders,NJ,07836,walmart-icon.png
43,5867,"Bayonne Supercenter",walmart,40.659918,-74.106726,"500 Bayonne Crossing Way",Bayonne,NJ,07002,walmart-icon.png
45,3292,"Union Store",walmart,40.6870876,-74.2999066,"900 Springfield Rd",Union,NJ,07083,walmart-icon.png
46,2916,"East Meadow Store",walmart,40.726907,-73.543756,"2465 Hempstead Tpke","East Meadow",NY,11554,walmart-icon.png
48,3803,"West Haven Store",walmart,41.270691,-72.9775,"515 Saw Mill Rd","West Haven",CT,06516,walmart-icon.png
50,2351,"Catskill Supercenter",walmart,42.212559,-73.882972,"30 Catskill Cmns",Catskill,NY,12414,walmart-icon.png
52,2144,"Torrington Store",walmart,41.8184691,-73.0780037,"970 Torringford St",Torrington,CT,06790,walmart-icon.png
54,4184,"Levittown Neighborhood Market",walmart,40.726434,-73.512899,"3335 Hempstead Tpke",Levittown,NY,11756,walmart-icon.png
56,5293,"Valley Stream Supercenter",walmart,40.660941,-73.726722,"77 Green Acres Rd","Valley Stream",NY,11581,walmart-icon.png
58,2583,"Uniondale Store",walmart,40.695901,-73.578063,"1123 Jerusalem Ave",Uniondale,NY,11553,walmart-icon.png
60,3545,"Hamden Store",walmart,41.3737,-72.918988,"2300 Dixwell Ave",Hamden,CT,06514,walmart-icon.png
62,5202,"Commack Store",walmart,40.811786,-73.289495,"85 Crooked Hill Rd",Commack,NY,11725,walmart-icon.png
65,5295,"Farmingdale Store",walmart,40.726881,-73.420396,"965 Broadhollow Rd",Farmingdale,NY,11735,walmart-icon.png
67,3469,"Linden Store",walmart,40.612665,-74.24755,"1601 W Edgar Rd",Linden,NJ,07036,walmart-icon.png
68,5439,"New Haven Supercenter",walmart,41.320072,-72.876921,"315 Foxon Blvd","New Haven",CT,06513,walmart-icon.png
70,5111,"Watchung Store",walmart,40.6379301,-74.4248314,"1501 Us Highway 22",Watchung,NJ,07069,walmart-icon.png
72,2719,"Bristol Store",walmart,41.697557,-72.897663,"1400 Farmington Ave",Bristol,CT,06010,walmart-icon.png
80,2097,"Hudson Supercenter",walmart,42.278396,-73.750352,"460 Fairview Ave",Hudson,NY,12534,walmart-icon.png
84,2897,"Southington Store",walmart,41.623078,-72.869537,"235 Queen St",Southington,CT,06489,walmart-icon.png
89,2371,"Wallingford Supercenter",walmart,41.477509,-72.810515,"844 N Colony Rd",Wallingford,CT,06492,walmart-icon.png
91,2899,"Avon Store",walmart,41.810565,-72.853767,"255 W Main St",Avon,CT,06001,walmart-icon.png
93,2232,"Branford Store",walmart,41.281365,-72.830821,"120 Commercial Pkwy",Branford,CT,06405,walmart-icon.png
99,2915,"East Setauket Store",walmart,40.903048,-73.078212,"3990 Nesconset Hwy","East Setauket",NY,11733,walmart-icon.png
138,2480,"Honesdale Supercenter",walmart,41.5572964,-75.2264437,"723a Old Willow Ave",Honesdale,PA,18431,walmart-icon.png
155,2965,"Newington Store",walmart,41.663123,-72.718375,"3164 Berlin Tpke",Newington,CT,06111,walmart-icon.png
157,5095,"Hartford Supercenter",walmart,41.739791,-72.713347,"495 Flatbush Avenue",Hartford,CT,06106,walmart-icon.png
159,2299,"Cromwell Supercenter",walmart,41.605477,-72.711858,"161 Berlin Rd",Cromwell,CT,06416,walmart-icon.png
163,2900,"Rocky Hill Store",walmart,41.679131,-72.657462,"80 Town Line Rd","Rocky Hill",CT,06067,walmart-icon.png
169,2282,"East Windsor Supercenter",walmart,41.919366,-72.606719,"44 Prospect Hill Road","East Windsor",CT,06088,walmart-icon.png
171,2174,"Westfield Supercenter",walmart,42.1084095,-72.7084495,"141 Springfield Rd",Westfield,MA,01085,walmart-icon.png
173,1891,"Manchester Supercenter",walmart,41.806569,-72.537633,"420 Buckland Hills Dr",Manchester,CT,06042,walmart-icon.png
174,2228,"Pittsfield Store",walmart,42.464755,-73.197985,"555 Hubbard Ave Ste 12",Pittsfield,MA,01201,walmart-icon.png
175,3583,"Glenmont Supercenter",walmart,42.608957,-73.792705,"311 Route 9w",Glenmont,NY,12077,walmart-icon.png
178,3544,"Guilford Store",walmart,41.287176,-72.678888,"900 Boston Post Rd",Guilford,CT,06437,walmart-icon.png
180,5278,"Chicopee Supercenter",walmart,42.172343,-72.573946,"591 Memorial Dr",Chicopee,MA,01020,walmart-icon.png
181,2503,"Hackettstown Supercenter",walmart,40.816326,-74.842097,"1885 State Route 57 Ste 100",Hackettstown,NJ,07840,walmart-icon.png
184,1967,"Springfield Supercenter",walmart,42.136021,-72.506862,"1105 Boston Rd",Springfield,MA,01119,walmart-icon.png
187,2262,"Oneonta Supercenter",walmart,42.447466,-75.039081,"5054 State Highway 23",Oneonta,NY,13820,walmart-icon.png
191,2368,"East Stroudsburg Supercenter",walmart,40.98995,-75.182865,"355 Lincoln Ave","East Stroudsburg",PA,18301,walmart-icon.png
192,1940,"Rensselaer Supercenter",walmart,42.641387,-73.7018126,"279 Troy Rd",Rensselaer,NY,12144,walmart-icon.png
195,2135,"Cobleskill Supercenter",walmart,42.6823913,-74.4552524,"139 Merchant Pl",Cobleskill,NY,12043,walmart-icon.png
198,2901,"Northampton Store",walmart,42.341605,-72.643749,"180 N King St",Northampton,MA,01060,walmart-icon.png
345,2286,"Centereach Store",walmart,40.863036,-73.0812114,"161 Centereach Mall",Centereach,NY,11720,walmart-icon.png
349,2917,"Islandia Store",walmart,40.800592,-73.178586,"1850 Veterans Hwy",Islandia,NY,11749,walmart-icon.png
484,2152,"Albany Supercenter",walmart,42.694877,-73.847121,"141 Washington Ave Extension",Albany,NY,12205,walmart-icon.png
492,1997,"Latham Supercenter",walmart,42.746495,-73.764381,"800 Loudon Road",Latham,NY,12110,walmart-icon.png
495,2370,"Troy Supercenter",walmart,42.745784,-73.638741,"760 Hoosick Rd",Troy,NY,12180,walmart-icon.png
500,2264,"Schenectady Store",walmart,42.7854,-73.941664,"1320 Altamont Ave",Schenectady,NY,12303,walmart-icon.png
667,2365,"Mount Pocono Supercenter",walmart,41.125512,-75.372294,"3271 Route 940","Mount Pocono",PA,18344,walmart-icon.png
669,2633,"Piscataway Store",walmart,40.554659,-74.441208,"1303 Centennial Ave",Piscataway,NJ,08854,walmart-icon.png
732,1984,"North Adams Supercenter",walmart,42.664417,-73.110629,"1415 Curran Memorial Hwy","North Adams",MA,01247,walmart-icon.png
743,2683,"Hadley Store",walmart,42.354638,-72.552232,"337 Russell St",Hadley,MA,01035,walmart-icon.png
748,2844,"Clifton Park Supercenter",walmart,42.846925,-73.74784,"1549 Route 9","Clifton Park",NY,12065,walmart-icon.png
750,2874,"Glenville Supercenter",walmart,42.84173,-73.944171,"200 Dutch Meadows Ln",Glenville,NY,12302,walmart-icon.png
1001,2653,"Portales Supercenter",walmart,34.198144,-103.31911,"1604 E Spruce St",Portales,NM,88130,walmart-icon.png
1002,821,"Clovis Supercenter",walmart,34.437698,-103.200403,"3728 N Prince St",Clovis,NM,88101,walmart-icon.png
1003,1051,"Levelland Supercenter",walmart,33.596282,-102.361308,"407 E State Road 114",Levelland,TX,79336,walmart-icon.png
1004,549,"Hobbs Supercenter",walmart,32.743608,-103.160521,"3800 N Lovington Hwy",Hobbs,NM,88240,walmart-icon.png
1005,611,"Roswell Supercenter",walmart,33.450048,-104.526774,"4500 N Main St Ste A",Roswell,NM,88201,walmart-icon.png
1006,626,"Seminole Store",walmart,32.7249201,-102.6666609,"2000 Hobbs Hwy",Seminole,TX,79360,walmart-icon.png
1007,3427,"Artesia Supercenter",walmart,32.847687,-104.426641,"604 N 26th St",Artesia,NM,88210,walmart-icon.png
1008,4299,"Lubbock Supercenter",walmart,33.5162977,-101.9553076,"6315 82nd St",Lubbock,TX,79424,walmart-icon.png
1009,945,"Lubbock Supercenter",walmart,33.589118,-101.93805,"702 W Loop 289",Lubbock,TX,79416,walmart-icon.png
1010,861,"Lubbock Supercenter",walmart,33.527803,-101.903621,"4215 S Loop 289",Lubbock,TX,79423,walmart-icon.png
1011,6898,"Lubbock Supercenter",walmart,33.489339,-101.901918,"11415 Quaker Avenue",Lubbock,TX,79423,walmart-icon.png
1012,5702,"Lubbock Neighborhood Market",walmart,33.504484,-101.868925,"9809 University Ave",Lubbock,TX,79423,walmart-icon.png
1013,3826,"Lubbock Supercenter",walmart,33.590452,-101.858844,"1911 Marsha Sharp Fwy",Lubbock,TX,79415,walmart-icon.png
1014,868,"Carlsbad Supercenter",walmart,32.393959,-104.222987,"2401 S Canal St",Carlsbad,NM,88220,walmart-icon.png
1015,3384,"Hereford Supercenter",walmart,34.839808,-102.40769,"300 W 15th St",Hereford,TX,79045,walmart-icon.png
1211,2156,"Middle Island Store",walmart,40.880134,-72.947124,"750 Middle Country Rd","Middle Island",NY,11953,walmart-icon.png
1307,1884,"Dickson City Supercenter",walmart,41.465598,-75.6422658,"900 Commerce Blvd","Dickson City",PA,18519,walmart-icon.png
1313,4276,"Taylor Supercenter",walmart,41.3954756,-75.6860817,"1325 Main",Taylor,PA,18517,walmart-icon.png
1997,2146,"Amsterdam Supercenter",walmart,42.964506,-74.183699,"101 Sanford Farms Shopping Ctr",Amsterdam,NY,12010,walmart-icon.png
2006,2289,"Bennington Supercenter",walmart,42.897885,-73.210877,"210 Northside Dr",Bennington,VT,05201,walmart-icon.png
2013,1806,"Gloversville Supercenter",walmart,43.031276,-74.342248,"329 S Kingsboro Ave Ext",Gloversville,NY,12078,walmart-icon.png
2280,927,"Plainview Supercenter",walmart,34.196077,-101.75319,"1501 N Interstate 27",Plainview,TX,79072,walmart-icon.png
2599,2543,"Pittston Supercenter",walmart,41.315535,-75.759593,"390 Route 315 Hwy",Pittston,PA,18640,walmart-icon.png
2604,1623,"Wilkes Barre Supercenter",walmart,41.238458,-75.858654,"2150 Wilkes Barre Twnsp Mktpl","Wilkes Barre",PA,18702,walmart-icon.png
2606,2024,"Tunkhannock Supercenter",walmart,41.523981,-75.94744,"808 Hunter Hwy",Tunkhannock,PA,18657,walmart-icon.png
2607,2252,"Easton Supercenter",walmart,40.714538,-75.281208,"3722 Easton Nazareth Hwy",Easton,PA,18045,walmart-icon.png
2608,2497,"Phillipsburg Supercenter",walmart,40.674234,-75.144632,"1300 Us Highway 22",Phillipsburg,NJ,08865,walmart-icon.png
2612,2582,"Clinton Store",walmart,40.6284856,-74.9213196,"Route 513 And I-78",Clinton,NJ,08809,walmart-icon.png
2614,3563,"Bethlehem Store",walmart,40.672452,-75.342024,"3926 Linden St",Bethlehem,PA,18020,walmart-icon.png
2618,2169,"Lehighton Supercenter",walmart,40.8096416,-75.7382802,"1731 Blakeslee Boulevard Dr E",Lehighton,PA,18235,walmart-icon.png
2621,2145,"Whitehall Supercenter",walmart,40.645122,-75.487238,"2601 Macarthur Rd Relocation",Whitehall,PA,18052,walmart-icon.png
2622,2294,"Flemington Supercenter",walmart,40.527484,-74.850912,"152 Route 31 North",Flemington,NJ,08822,walmart-icon.png
2623,2651,"Manville Supercenter",walmart,40.546574,-74.58374,"100 North Main Street",Manville,NJ,08835,walmart-icon.png
2625,2255,"Hazle Township Supercenter",walmart,40.986535,-76.01243,"761 Airport Rd","Hazle Township",PA,18202,walmart-icon.png
2629,5732,"Johnson City Supercenter",walmart,42.115453,-75.946979,"2 Gannett Dr","Johnson City",NY,13790,walmart-icon.png
2630,5201,"Edison Store",walmart,40.53197,-74.376319,"2220 State Route 27",Edison,NJ,08817,walmart-icon.png
2639,152,"De Soto Supercenter",walmart,38.150177,-90.574504,"12862 State Route 21","De Soto",MO,63020,walmart-icon.png
2642,173,"Potosi Supercenter",walmart,37.92381,-90.771606,"#1 Memorial Drive",Potosi,MO,63664,walmart-icon.png
2645,69,"Festus Supercenter",walmart,38.211942,-90.387955,"650 S Truman Blvd",Festus,MO,63028,walmart-icon.png
2648,65,"Sullivan Supercenter",walmart,38.22075,-91.154792,"350 Park Ridge Rd",Sullivan,MO,63080,walmart-icon.png
2651,99,"Union Supercenter",walmart,38.4344195,-90.9700946,"1445 E Central Ct",Union,MO,63084,walmart-icon.png
2654,95,"Desloge Supercenter",walmart,37.883896,-90.513307,"407 No. State St",Desloge,MO,63601,walmart-icon.png
2657,295,"Eureka Supercenter",walmart,38.50661,-90.656737,"131 Erka Twn Cntr Dr",Eureka,MO,63025,walmart-icon.png
2659,313,"High Ridge Supercenter",walmart,38.462144,-90.521836,"2700 Ridge Point Dr","High Ridge",MO,63049,walmart-icon.png
2662,1514,"Arnold Supercenter",walmart,38.436729,-90.377786,"2201 Michigan Ave",Arnold,MO,63010,walmart-icon.png
2665,172,"Washington Supercenter",walmart,38.5404591,-90.9952384,"1701 A Roy Dr",Washington,MO,63090,walmart-icon.png
2668,805,"Fenton Supercenter",walmart,38.510098,-90.438772,"653 Gravois Bluffs Blvd",Fenton,MO,63026,walmart-icon.png
2670,37,"Farmington Supercenter",walmart,37.7894913,-90.4353609,"707 Walton Dr",Farmington,MO,63640,walmart-icon.png
2672,1177,"Manchester Supercenter",walmart,38.596021,-90.506779,"201 Highlands Boulevard Dr",Manchester,MO,63011,walmart-icon.png
2675,2694,"Kirkwood Supercenter",walmart,38.563071,-90.402996,"1202 S Kirkwood Rd",Kirkwood,MO,63122,walmart-icon.png
2678,895,"Cuba Store",walmart,38.073249,-91.40187,"100 Ozark Dr",Cuba,MO,65453,walmart-icon.png
2680,2213,"Saint Louis Supercenter",walmart,38.494602,-90.29602,"3270 Telegraph Rd","Saint Louis",MO,63125,walmart-icon.png
2683,328,"Waterloo Supercenter",walmart,38.358741,-90.157744,"961 N Market St",Waterloo,IL,62298,walmart-icon.png
2686,2600,"Chesterfield Supercenter",walmart,38.665861,-90.591551,"100 Thf Blvd",Chesterfield,MO,63005,walmart-icon.png
2689,3061,"Shrewsbury Supercenter",walmart,38.58034,-90.328063,"7437 Watson Road",Shrewsbury,MO,63119,walmart-icon.png
2692,5150,"Maplewood Supercenter",walmart,38.621552,-90.330829,"1900 Maplewood Commons Dr",Maplewood,MO,63143,walmart-icon.png
2695,354,"Owensville Supercenter",walmart,38.3531394,-91.4818482,"1888 Highway 28",Owensville,MO,65066,walmart-icon.png
2698,648,"Saint Peters Supercenter",walmart,38.745103,-90.588571,"1661 Jungermann Rd","Saint Peters",MO,63304,walmart-icon.png
2701,5313,"Lake Saint Louis Supercenter",walmart,38.772401,-90.786605,"6100 Ronald Reagan Dr","Lake Saint Louis",MO,63367,walmart-icon.png
2704,747,"Cahokia Store",walmart,38.556061,-90.166315,"1511 Camp Jackson Rd",Cahokia,IL,62206,walmart-icon.png
2707,5427,"St. Peters Neighborhood Market",walmart,38.774005,-90.626038,"3031 Mid Rivers Mall Drive","St. Peters",MO,63376,walmart-icon.png
2710,2616,"O Fallon Supercenter",walmart,38.7940705,-90.7026231,"1307 Highway K","O Fallon",MO,63366,walmart-icon.png
2713,5421,"St. Peters Neighborhood Market",walmart,38.778781,-90.580158,"45 Sutters Mill Road","St. Peters",MO,63376,walmart-icon.png
2716,1188,"Bridgeton Supercenter",walmart,38.744895,-90.418728,"11900 St Charles Rock Rd",Bridgeton,MO,63044,walmart-icon.png
2719,1161,"Saint Charles Supercenter",walmart,38.782214,-90.527967,"2897 Veterans Memorial Pkwy","Saint Charles",MO,63303,walmart-icon.png
2722,243,"Wentzville Supercenter",walmart,38.814137,-90.879016,"1971 Wentzville Pkwy",Wentzville,MO,63385,walmart-icon.png
2725,337,"Fredericktown Supercenter",walmart,37.5589096,-90.3197291,"1025 Walton Dr",Fredericktown,MO,63645,walmart-icon.png
2728,1265,"Saint Louis Supercenter",walmart,38.765978,-90.283606,"10741 West Florissant Ave","Saint Louis",MO,63136,walmart-icon.png
2731,1021,"Warrenton Supercenter",walmart,38.82334,-91.142661,"500 Warren County Ctr",Warrenton,MO,63383,walmart-icon.png
2734,5927,"Florissant Supercenter",walmart,38.8111037,-90.2925148,"3390 N Highway 67",Florissant,MO,63033,walmart-icon.png
2736,201,"Belleville Supercenter",walmart,38.522079,-89.922955,"2608 Green Mount Commons Dr",Belleville,IL,62221,walmart-icon.png
2738,1761,"Granite City Supercenter",walmart,38.736533,-90.141487,"379 W Pontoon Rd","Granite City",IL,62040,walmart-icon.png
2741,1418,"O Fallon Supercenter",walmart,38.59509,-89.954009,"1530 West Hwy 50","O Fallon",IL,62269,walmart-icon.png
2743,361,"Collinsville Supercenter",walmart,38.674715,-90.017291,"1040 Collinsville Crossing Blvd",Collinsville,IL,62234,walmart-icon.png
2747,352,"Chester Store",walmart,37.925334,-89.804487,"Hwy 150/2206 State S",Chester,IL,62233,walmart-icon.png
2750,27,"Salem Supercenter",walmart,37.634119,-91.546043,"1101 W Highway 32",Salem,MO,65560,walmart-icon.png
2751,2425,"Collinsville Neighborhood Market",walmart,38.692651,-89.986908,"1101 Belt Line Rd",Collinsville,IL,62234,walmart-icon.png
2754,101,"Rolla Supercenter",walmart,37.937606,-91.779138,"500 S Bishop Ave",Rolla,MO,65401,walmart-icon.png
2757,82,"Perryville Supercenter",walmart,37.705668,-89.896103,"1750 S Perryville Blvd",Perryville,MO,63775,walmart-icon.png
2759,222,"Sparta Supercenter",walmart,38.1414384,-89.7017327,"1410 N Market St",Sparta,IL,62286,walmart-icon.png
2762,60,"Troy Supercenter",walmart,38.988635,-90.982017,"101 Highway 47 E",Troy,MO,63379,walmart-icon.png
2764,256,"Glen Carbon Supercenter",walmart,38.7753749,-89.952569,"400 Junction Dr","Glen Carbon",IL,62034,walmart-icon.png
2765,2120,"Norwich Supercenter",walmart,42.496892,-75.526931,"5396 State Highway 12",Norwich,NY,13815,walmart-icon.png
2767,1071,"Wood River Supercenter",walmart,38.870255,-90.070338,"610 Wesley Dr","Wood River",IL,62095,walmart-icon.png
2770,4695,"Godfrey Supercenter",walmart,38.964652,-90.196316,"6660 Godfrey Rd",Godfrey,IL,62035,walmart-icon.png
2773,253,"Jerseyville Supercenter",walmart,39.103491,-90.318482,"1316 S State St",Jerseyville,IL,62052,walmart-icon.png
2776,435,"Highland Supercenter",walmart,38.7607786,-89.6842294,"12495 State Route 143",Highland,IL,62249,walmart-icon.png
2781,1835,"Vestal Supercenter",walmart,42.095462,-76.013283,"2405 Vestal Pkwy E",Vestal,NY,13850,walmart-icon.png
2786,5281,"Woodbridge Store",walmart,40.536097,-74.293494,"360 Us Highway 9 Route N",Woodbridge,NJ,07095,walmart-icon.png
2837,2208,"Sayre Supercenter",walmart,41.976115,-76.542792,"1887 Elmira St",Sayre,PA,18840,walmart-icon.png
2840,3634,"Tamaqua Supercenter",walmart,40.836824,-75.988013,"35 Plaza Dr",Tamaqua,PA,18252,walmart-icon.png
2841,1781,"Cortland Supercenter",walmart,42.569011,-76.218215,"819 Bennie Rd",Cortland,NY,13045,walmart-icon.png
2901,2285,"Herkimer Supercenter",walmart,43.021424,-74.997828,"103 N Caroline St",Herkimer,NY,13350,walmart-icon.png
3028,436,"Carlyle Supercenter",walmart,38.629436,-89.376727,"2591 12th St",Carlyle,IL,62231,walmart-icon.png
3031,334,"Carlinville Supercenter",walmart,39.267994,-89.894417,"18600 Shipman Blackt",Carlinville,IL,62626,walmart-icon.png
3036,213,"Litchfield Supercenter",walmart,39.185505,-89.668379,"1205 W Ferdon St",Litchfield,IL,62056,walmart-icon.png
3426,145,"Bowling Green Supercenter",walmart,39.330546,-91.181652,"3 Town Center Dr","Bowling Green",MO,63334,walmart-icon.png
3433,5240,"Ithaca Supercenter",walmart,42.427633,-76.513975,"135 Fairgrounds Memorial Pkwy",Ithaca,NY,14850,walmart-icon.png
3436,480,"Pittsfield Store",walmart,39.604775,-90.822308,"151 Shetland Dr",Pittsfield,IL,62363,walmart-icon.png
3440,200,"Jacksonville Supercenter",walmart,39.71992,-90.270971,"1941 W Morton Ave",Jacksonville,IL,62650,walmart-icon.png
4133,1677,"New Hartford Supercenter",walmart,43.095414,-75.312346,"4765 Commercial Dr","New Hartford",NY,13413,walmart-icon.png
4139,2093,"Utica Supercenter",walmart,43.12345,-75.225657,"710 Horatio St",Utica,NY,13502,walmart-icon.png
4639,2003,"North Brunswick Supercenter",walmart,40.4618576,-74.4663322,"979 Route #1 South","North Brunswick",NJ,08902,walmart-icon.png
4641,3078,"East Brunswick Supercenter",walmart,40.4588509,-74.3988893,"290 State Route 18","East Brunswick",NJ,08816,walmart-icon.png
5247,851,"Ruidoso Downs Supercenter",walmart,33.324294,-105.614426,"26180 Us Highway 70","Ruidoso Downs",NM,88346,walmart-icon.png
5251,5726,"Alamogordo Neighborhood Market",walmart,32.916186,-105.930871,"2401 Indian Wells Road",Alamogordo,NM,88310,walmart-icon.png
5252,1306,"Alamogordo Supercenter",walmart,32.887165,-105.957543,"233 S New York Ave",Alamogordo,NM,88310,walmart-icon.png
5403,2603,"Gibsonia Store",walmart,40.623175,-79.946528,"300 Walmart Dr",Gibsonia,PA,15044,walmart-icon.png
5404,3838,"Tarentum Supercenter",walmart,40.564139,-79.804075,"2010 Village Center Dr",Tarentum,PA,15084,walmart-icon.png
5405,3738,"Natrona Heights Supercenter",walmart,40.646984,-79.712979,"100 Highlands Mall","Natrona Heights",PA,15065,walmart-icon.png
5406,5339,"Pittsburgh Store",walmart,40.488338,-79.888894,"877 Freeport Rd",Pittsburgh,PA,15238,walmart-icon.png
5407,1770,"Cranberry Township Supercenter",walmart,40.68772,-80.105554,"20245 Route 19","Cranberry Township",PA,16066,walmart-icon.png
5408,2588,"North Versailles Supercenter",walmart,40.387242,-79.824695,"100 Walmart Dr","North Versailles",PA,15137,walmart-icon.png
5409,1885,"Butler Supercenter",walmart,40.878144,-79.943131,"400 Butler Cmns",Butler,PA,16001,walmart-icon.png
5410,4643,"Economy Supercenter",walmart,40.658211,-80.226573,"1500 Economy Way",Economy,PA,15005,walmart-icon.png
5411,4644,"Moon Township Supercenter",walmart,40.515671,-80.224153,"7500 University Boulevard","Moon Township",PA,15108,walmart-icon.png
5412,2300,"Pittsburgh Supercenter",walmart,40.447309,-80.176247,"250 Summit Park Dr",Pittsburgh,PA,15275,walmart-icon.png
5413,2281,"West Mifflin Supercenter",walmart,40.341812,-79.946456,"2351 Century Dr","West Mifflin",PA,15122,walmart-icon.png
5414,5040,"Carnegie Store",walmart,40.38679,-80.096233,"2200 Washington Pike",Carnegie,PA,15106,walmart-icon.png
5415,5381,"Bethel Park Store",walmart,40.33898,-80.023429,"5055 Library Rd","Bethel Park",PA,15102,walmart-icon.png
5416,1820,"Kittanning Supercenter",walmart,40.814772,-79.54191,"1 Hilltop Plz",Kittanning,PA,16201,walmart-icon.png
5417,3228,"Delmont Supercenter",walmart,40.399049,-79.590241,"6700 Hollywood Blvd",Delmont,PA,15626,walmart-icon.png
5418,1883,"Monaca Supercenter",walmart,40.678581,-80.301528,"3942 Brodhead Road",Monaca,PA,15061,walmart-icon.png
5419,5241,"North Huntingdon Supercenter",walmart,40.316345,-79.686301,"915 Mills Dr","North Huntingdon",PA,15642,walmart-icon.png
5420,2059,"Greensburg Supercenter",walmart,40.3089103,-79.5813259,"2200 Greengate Centre Cir",Greensburg,PA,15601,walmart-icon.png
5421,3223,"Beaver Falls Supercenter",walmart,40.782333,-80.383772,"#100 Chippewa Town Centre","Beaver Falls",PA,15010,walmart-icon.png
5422,2420,"Belle Vernon Supercenter",walmart,40.138708,-79.84555,"100 Sara Way","Belle Vernon",PA,15012,walmart-icon.png
5423,2502,"Latrobe Supercenter",walmart,40.282491,-79.383027,"100 Colony Ln",Latrobe,PA,15650,walmart-icon.png
5424,1739,"Washington Supercenter",walmart,40.182683,-80.221633,"30 Trinity Point Dr",Washington,PA,15301,walmart-icon.png
